P100_left,P100_right,P200_left,P200_right,P200_both,P300_left,P300_right,condition,id
0.20213737861756484,0.052692910569763066,-0.15675149504311622,-0.04691550872578929,-0.1076410108087452,0.36881294084521654,-0.05282165576732265,Rest,0
0.19487483207321424,-0.09711944338655262,0.13940304775549403,-0.02537594597329914,0.06198667620110435,0.20787183924648264,0.17257822577560022,Rest,1
0.1419788653872995,0.0037627505745195917,0.21548901491718853,0.1368074291326506,0.1630166279148666,0.11999577752354337,0.2192445974053946,Rest,2
0.07432387427459375,0.1198121874297509,0.11119434864307907,0.14154755314764828,0.1295421124497857,0.023377064979005702,-0.09857503844216099,Rest,3
0.14203028486321687,0.20059579069153052,0.20039689113555154,0.20785942718928893,0.20963763028245014,-0.09313347681552095,0.06944744097209911,Rest,4
0.3221827070655048,0.29593969664974606,0.39473061779617374,0.26874163960939523,0.31658130740334134,0.10590938736463942,0.06478164891655887,Rest,5
-0.1249885818653145,-0.3008235415038611,0.00103760168582417,8.005014947362036e-05,-0.0011467446723987206,0.10168951486789247,0.18937015237834526,Rest,6
0.013566528434898282,0.11305382292919874,0.19897832556217568,0.16521193504894247,0.1872472162997265,0.22097078788886484,0.18655812481662462,Rest,7
0.14362490083533222,-0.04538465772648034,0.297127836119581,0.15402557563656102,0.22572042110621804,0.38077087652031777,0.06055415769106481,Rest,8
-0.05310766808468538,0.05210480115407408,0.5520578011922904,0.3685517277620465,0.4752473871922163,0.05789892960746003,-0.01137967368593856,Rest,9
0.18922531362949122,0.13631664045879038,0.04770192093834125,0.004783023326973359,0.018998719196660963,0.06969616908029674,0.0857401500091067,Rest,10
0.04254286042496274,0.03665013656630024,0.2645518508322289,0.2438486728590159,0.25439509397970755,0.14656061205327853,0.23854582738304128,Rest,11
0.024114370535722275,0.10248169476718545,0.5911093704075574,0.34384861914904047,0.4806850269764781,0.4133707929291781,0.260831763756903,Rest,12
0.022790179955806584,-0.08970544352925608,0.2506396865050838,0.13105225665765374,0.17761242955513093,-0.03160479572905902,-0.08782073499937199,Rest,13
-0.005249271798280593,0.21626759144242963,0.06905171968189751,-0.009977079907781492,0.024075270139346447,0.12369255229130709,0.12934027149482402,Rest,14
0.03349835507553554,-0.01249502712764304,0.3146696416892453,0.24088510511350072,0.3016568618711848,-0.10906092310098638,0.02117424447647257,Rest,15
0.199127236344854,0.06807333479042443,0.2957955459075623,0.20867298474758006,0.2538288702829603,-0.13862858809588435,0.2654736679123558,Rest,16
0.2543232675806194,0.23644306223045303,0.2263666837854912,0.22040241717280476,0.22736011397495556,0.08302205683985342,0.004237027319363006,Rest,17
-0.05869998304504308,-0.11370855417061539,-0.04533549272509548,-0.18788886785495432,-0.11157319575849119,0.13791984878963084,-0.1070936697680325,Rest,18
0.3709269574549361,0.26432349320438653,0.2683180546175766,0.20976716673103185,0.23739143842669133,0.02195176164033312,0.1530848655778867,Rest,19
0.07642850636802671,0.07374605047771338,0.17090441922995678,0.1266170940082982,0.12911554933959035,0.2203757851852465,0.15433813087309542,Rest,20
-0.18108532516517412,0.18664841347400146,0.2557084793898717,0.39406581965595,0.3295238356900475,-0.1789996277078331,-0.06949691583748085,Rest,21
-0.02016960075261067,-0.048574645246671405,0.11765811301228209,0.09248774265248243,0.09726391632670288,0.19416061573724056,-0.18235521418544967,Rest,22
0.14677300642354685,-0.03339765036889947,0.31607739795334094,0.36793286483312476,0.3629160886504207,0.38968220140676024,0.19670005938406368,Rest,23
0.09116671310954863,0.06928760114302407,0.5510539553303275,0.6320673129738784,0.5862913730456134,0.2750450849047702,0.3106829352113421,Rest,24
0.16708203713199116,-0.06029816013002896,0.2795498405882016,0.15346450337364162,0.21685707292403303,0.06546207375348939,-0.14571142324612094,Rest,25
0.1970932646677261,0.026333615359197062,-0.15345752388719178,-0.08678377618907544,-0.13196345432685405,-0.054539862243981135,-0.057265400341277105,Rest,26
0.363963367536934,0.2927159575103821,0.40460915764348143,0.4167634796356422,0.42854793744599656,0.34039041730079467,0.17390878193972786,Rest,27
0.34661392830682336,0.2215375492738374,0.29287830530058273,0.049673610507102374,0.17806300394779162,0.10690913022337363,-0.14043321768835787,Rest,28
0.21434892113442508,-0.0743332686667418,0.33542459400756125,0.19732839890185352,0.2709786420223074,0.2291108103976097,-0.02218753722555079,Imagery,0
0.17911233844602487,0.0749739125976356,0.12535509930313973,0.08216251254437616,0.09401893650991035,0.16185129747769592,0.061337176734849924,Imagery,1
0.1521154576235682,0.09919745460833103,-0.0016566686721255425,0.14161644001991985,0.06976064975397979,0.1884226911537258,0.22518958086257687,Imagery,2
0.025482570273110565,0.1276104488849608,0.40376602117538524,0.3987373699128093,0.3886431000210355,0.22115771905935622,0.1392042174703305,Imagery,3
0.2884461139842748,0.19879481948843553,0.2509562685693302,0.12265429645027981,0.17520100467674654,0.16443349277590905,0.07385319904415276,Imagery,4
-0.037301948085273,0.08496783386997356,0.17546069215447346,0.17933023268157297,0.1677687996758504,-0.015177909169694257,-0.17608137341684932,Imagery,5
0.027439821738165684,0.1023504077937004,-0.02232659671012307,-0.09083123696541257,-0.05232943932352684,0.18281406097213462,0.26129196878642585,Imagery,6
0.05926103879836612,0.22142678517532527,0.21563451157677882,0.20264844728947376,0.21211001686826556,0.39125209568595715,0.26700499724726,Imagery,7
0.1749512824033869,0.2711793128488979,0.4009084516323938,0.5181244857395468,0.47572304121136294,0.6476159094205908,0.3619816706347314,Imagery,8
0.09729553036972288,0.09272753323225255,0.3509631501674394,0.44349910821425476,0.4058067147746637,0.02733100556268851,0.2703320552978456,Imagery,9
0.05786491770981387,0.10968658236806259,0.18873063365649997,0.18283021862900167,0.18967226593743045,0.12472326031027367,0.15726012533598316,Imagery,10
0.31636515781098845,0.05939086687195349,0.42214654970175414,0.33769095374742586,0.4000438529188888,0.10820645202098088,0.2577745628494217,Imagery,11
0.13593912387153312,0.16302778551412084,0.5067723829330812,0.41630841904432103,0.4613382579772362,0.24015874175693494,0.3209931534845919,Imagery,12
-0.0007918898606247513,0.10480494594982549,0.10076153077806374,0.2315026628952756,0.13909165163599715,-0.05804487893497016,0.28667467897964805,Imagery,13
-0.000650256366969567,0.13096600436550815,0.19857082106195711,0.21014226331131644,0.18533970260140847,0.1725893136996774,0.04774944012550107,Imagery,14
-0.05371596384999646,0.006877826153360213,0.3496920906548883,0.2908136562289876,0.2991120636657634,-0.0174199401636801,0.24417779968814404,Imagery,15
0.3794476951965128,0.5392476546074766,0.44173848574747876,0.4066017593131196,0.434552372380866,0.15775945228698046,0.050777910583884305,Imagery,16
0.1786711072250075,0.0772007167884631,0.5781712651563555,0.5194544899474933,0.564193580308443,0.2657346940939992,0.3130687801360145,Imagery,17
0.41736133518625945,0.2429836501487222,0.22814021188334271,0.2529564379095339,0.23057743024269456,0.4117799788045871,0.4420710627594261,Imagery,18
0.1956205745244628,0.4579699552508549,0.4518177964897075,0.2851147760176588,0.3818000794743315,0.1981488102371402,0.20495095503373695,Imagery,19
0.0027737141264503073,0.027213988403936296,0.22897995810174232,0.205549108611738,0.21394937826156557,0.033244109594114155,-0.06537429786297069,Imagery,20
0.10975018041786289,0.25517337652707084,-0.08236001563341158,0.12430307255303917,0.013369257212485828,0.10663244924709014,0.616659437547658,Imagery,21
0.08422192973513784,0.4091161679055989,0.16769989382742384,0.2923343552518147,0.21830700772703085,0.2054492213179832,0.10629505600592806,Imagery,22
0.05359936223819115,0.13452695708916945,0.1837120102847806,0.12757984057416918,0.16726973572387144,0.36875544214511935,0.07382461109061403,Imagery,23
0.2590467723339854,0.34483719572162413,0.45594960685648,0.5801774913180258,0.5189189198241436,0.593870000347222,0.7904213947276204,Imagery,24
0.21185919090929037,0.0915871439834141,0.37040693115747925,0.22895744334725018,0.2938695511817463,0.23977595741039961,0.09947348015918346,Imagery,25
0.3469231612430588,0.14355166154590163,0.3781913481090168,0.2583792041273399,0.293574477156713,0.2845376662101946,0.3605541838157612,Imagery,26
0.38539539522626864,0.2625946085898859,0.7970638428040897,0.8440982135565214,0.84232147529768,0.6318027146604166,0.6681475262452653,Imagery,27
0.28303324317141415,0.17465440873729826,0.4190989697280325,0.1642346488536494,0.2984455038062752,0.2529636837268529,0.02582423730259313,Imagery,28
